embedding_index,document_id,document_preview
828,doc_828,"75
Código: CEE6130 - Ótica
Fase: 6ª (Sexta)
Carga "
829,doc_829,"Quântica. São Paulo: Blucher, 2013.
HALLIDAY, D.; "
830,doc_830,"3. SERWAY, R. A.; JEWETT, J. W. Princípios de Físi"
831,doc_831,"Ementa:
Processo
de
medição.
Sistema
internacional"
832,doc_832,"e
shunts;
amplificação;
isolação;
ajuste
de
impedâ"
833,doc_833,dados: principais tipos de sistemas de aquisição d
834,doc_834,"LTC.
BRUSAMARELLO, V.J., BALBINOT, A., “Instrument"
835,doc_835,"edição, 2005, CRC Press.
77
DUNN, WILLIAM C. “Fund"
836,doc_836,"protótipo, integrando os conhecimentos adquiridos "
837,doc_837,"Bibliografia Básica:
De acordo com a atividade des"
838,doc_838,robôs. Geração de trajetórias para robôs manipulad
839,doc_839,"1,2010. ISBN: 8579231450
Choset, Howie M. Principl"
840,doc_840,"Springer-Verlag. 2005. ISBN: 9781447104490
TSAI, L"
841,doc_841,"interligação com outros setores (projeto, planejam"
842,doc_842,resultado da aplicação de uma resposta ou solução 
843,doc_843,"Fabricação / Lirio Schaeffer, Alexandre da Silva R"
844,doc_844,"(eds.), 3nd Edition, 2006.
80
Michael Fitzpatrick."
845,doc_845,"projeto, do tempo do projeto e das redes de preced"
846,doc_846,"Bookman, 2016.
RABECHINI, Roque Jr., CARVALHO, Mar"
847,doc_847,"SLACK, Nigel; CHAMBERS, STUART; JOHNSTON, ROBERT. "
848,doc_848,"Operações: Manufatura e Serviços. Atlas Editora, 3"
849,doc_849,"Ementa:
Tecnologias para o desenvolvimento inclusi"
850,doc_850,"Componente de extensão:
O aluno deve ir a campo co"
851,doc_851,"ampl.
Campinas,
SP:
Komedi,
2010.
(Disponível
em
"
852,doc_852,uma nova metodologia. São Paulo: Associação Nac
853,doc_853,"DP&A, 2003.
RÜDIGER, Francisco. Martin Heidegger e"
854,doc_854,sociedade e transformação dos processos sociocultu
855,doc_855,"Bibliografia Básica:
1. CUPANI, Alberto. Filosofia"
856,doc_856,"Bibliografia Complementar:
1. MUNFORD. Lewis. Arte"
857,doc_857,"Petrópolis: Vozes,2009.
Código: CAC3002 - Identifi"
858,doc_858,Determinação de modelos contínuos a partir de dado
859,doc_859,Observação: Esta disciplina faz parte do rol de di
860,doc_860,"Editora UFMG,
2007.
LJUNG, L., System Identificati"
861,doc_861,"Press, 2012. (disponível on-line)
ASTROM, K.J., Ad"
862,doc_862,Função de Transferência; Pólos e Zeros Multivariáv
863,doc_863,em disciplinas desta linha e 8 créditos das duas o
864,doc_864,"2004, Springer.
85
SKOGESTAD, S., POSTLEWAITE, I. "
865,doc_865,"Carga Horária (Horas-aula): 36
Ementa:
Introdução "
866,doc_866,feed-forward no GPC. GPC com perturbações medíveis
867,doc_867,"fase.
Bibliografia Básica:
CAMACHO, E., BORDONS, C"
868,doc_868,"Hall.
86
Rawlings, James Blake, and David Q. Mayne"
869,doc_869,"Model Predictive Control. Springer London, 2011. 4"
870,doc_870,em disciplinas desta linha e 8 créditos das duas o
871,doc_871,"Bibliografia Complementar:
BARBI, Ivo. Eletrônica"
872,doc_872,"New York: John Wiley, 2003.
RASHID, M. H. Eletrôn"
873,doc_873,"Filtros com Resposta Infinita ao impulso.
Observaç"
874,doc_874,"ALBUQUERQUE, Pedro Urbano Braga de. Introdução ao "
875,doc_875,"J. D. Broesch, Digital Signal Processing Demystifi"
876,doc_876,"da memória e de outros recursos, estudos de caso. "
877,doc_877,"entre a oitava e nona fase.
Bibliografia Básica:
R"
878,doc_878,"B. NICHOLS, D. BUTTLAR, J. P. FARRELL. Pthreads Pr"
879,doc_879,"de
padrões
de
projetos
orientados
a
objetos.
Práti"
880,doc_880,"Pearson Prentice Hall, 2016. xxvii, 818 p. ISBN 97"
881,doc_881,"objetos com java. Rio de Janeiro: Campus, c2001. x"
882,doc_882,"Editora Campus, SBC). ISBN 9788535239164.
PREISS, "
883,doc_883,sistemas robóticos móveis através do desenvolvimen
884,doc_884,"Localização,
Representações de Conhecimento, Tipos"
885,doc_885,"H. Choset , K. M. Lynch, S. Hutchinson, G. Kantor,"
886,doc_886,"Springer Verlag NY, 2011. ISBN: 3642201431.
SCIAVI"
887,doc_887,"Código: CAC042 - Eletrônica Avançada
Fase: 8ª (Oit"
888,doc_888,"Computação.
Bibliografia Básica:
B. Razavi, Fundam"
889,doc_889,"handbook, 3rd Edition, Butterworth Elsevier, 2010."
890,doc_890,"Ementa:
Conceitos
de
natureza.
Degradação
ambienta"
891,doc_891,"Belo Horizonte: Tessitura, 2012.
92
BECHARA, Erika"
892,doc_892,"José Valverde (Org.). Política nacional, gestão e "
893,doc_893,"Carga Horária (Horas-aula): 72
Ementa:
Introdução "
894,doc_894,"envolvendo temporização.
Bibliografia Básica:
D’AM"
895,doc_895,"ASHEDEN P.J., The Designer’s Guide to VHDL. 3ª Edi"
896,doc_896,"Paulo, 2014.
.
Código: CAC7995 - Introdução aos Si"
897,doc_897,"realimentação, pré-alimentação, controle proporcio"
898,doc_898,"Bibliografia Complementar:
Controle e Instrumentaç"
899,doc_899,"Produção, Planejamento Mestre da Produção, Program"
900,doc_900,"Paulo, IMAN, 1996.
CORRÊA, Henrique et al. Planeja"
901,doc_901,"Pioneira Editora, 1996.
TUBINO, Dalvio Ferrari. Ma"
902,doc_902,"Carga Horária (Horas-aula): 72
Ementa:
Sistemas de"
903,doc_903,ISO 9001: 2008: princípios e requisitos. 4. ed. Sã
904,doc_904,"2011.
CARPINETTI, Luiz Cesar Ribeiro. Gestão da qu"
905,doc_905,"geométrica, o método simplex, dualidade e interpre"
906,doc_906,"97
Bibliografia Complementar:
WINSTON, W. Operatio"
907,doc_907,"Alegre: Bookman, 2010.
ARORA, Jasbir A. Introducti"
908,doc_908,Interligações das etapas e suas variáveis de proje
909,doc_909,"processos industriais”, 1ª edição, 2006, Editora B"
910,doc_910,"PERLINGEIRO, C. A. G. “Engenharia de processos: an"
911,doc_911,"Carga Horária (Horas-aula): 72
Ementa:
Introduçã"
912,doc_912,"Mecanismos, máquinas e robôs;
SHIGLEY, J. E. Cin"
913,doc_913,"Prentice-Hall, 1984;
FLORES, P. Projecto de mecani"
914,doc_914,computacionais para automação. Caso o aluno opte p
915,doc_915,"c2000. 803p. ISBN 85-7001-596-8.
ERL, Thomas. Clou"
916,doc_916,"MARK, Dallas. SQL in a Nutshell. 2009. O'Reilly. I"
917,doc_917,"de câmeras, visão estéreo. Movimento e rastreament"
918,doc_918,"Business Media, 2010.
Bibliografia Complementar:
G"
919,doc_919,"Cambridge University Press, 2004
Niku, Saeed B. In"
920,doc_920,"Bibliografia Básica:
Hassan K. Khalil. Nonlinear S"
921,doc_921,"P.L.D. Peres (editores): Edgar Blücher, 2007.
Sínt"
922,doc_922,"Springer New York.
Klaus Janschek. Mechatronic Sys"
923,doc_923,"Ferramentas para análise, projeto e teste. Ambient"
924,doc_924,"529 p. ISBN 9788579361081.
PFLEEGER, Shari Lawrenc"
925,doc_925,"8536304545.
BOOCH, Grady; RUMBAUGH, James; JACOBSO"
926,doc_926,"103
Código: CAC3046 - Sistemas Embarcados
Fase: 9ª"
927,doc_927,software voltadas ao projeto de controladores de t
928,doc_928,"Cyber-Physical Systems, Springer. 2010.
OLIVEIRA,
"
929,doc_929,"2ed.,OReilly Media; 2013.
Taha. W. Lecture Notes o"
930,doc_930,"Bibliografia Básica:
RUSSELL, Stuart J; NORVIG, Pe"
931,doc_931,"0070428077
SUTTON, Richard S.; BARTO, Andrew G. Re"
932,doc_932,"105
Código: CAC3900 - Projeto Especializado
Fase: "
933,doc_933,profissionais nas áreas envolvidas no seu projeto 
934,doc_934,"industriais:
Controles
e
dispositivos
de
informaçã"
935,doc_935,"IIDA, I. Ergonomia: projeto e produção. São Pau"
936,doc_936,"Managers and Practicioners. 2002.
MINISTÉRIO DO T"
937,doc_937,"Bibliografia Básica:
[1] BURDEN, Richard L.; FAIRE"
938,doc_938,"Pioneira, 2007.
[2] BURIAN, R.; LIMA, A. C. Cálcul"
939,doc_939,"Pearson Prentice Hall, 2003.
Código: CAC3047 - Tóp"
940,doc_940,"Carga Horária (Horas-aula): 72
Ementa:
Disciplina "
941,doc_941,"ofertada.
Bibliografia Básica:
Definida no plano d"
942,doc_942,"Definida no plano de ensino ao ser ofertada.
Códig"
943,doc_943,"Controle e Automação.
Bibliografia Básica:
De acor"
944,doc_944,"científico:
procedimentos
básicos,
pesquisa
biblio"
945,doc_945,"Bibliografia Complementar:
SALOMON, Delcio Vieira."
946,doc_946,"SANTOS, Gisele do Rocio Cordeiro Mugnol; MOLINA, N"
947,doc_947,"Fase: 10ª (Décima)
Carga Horária (Horas-aula): 324"
948,doc_948,"públicos
Bibliografia Básica:
PINDYCK, R. S. & D. "
949,doc_949,"CASTRO, Antonio Barros de; LESSA, Carlos Francisco"
950,doc_950,"de Santa Catarina, no uso de suas atribuições e te"
951,doc_951,"2.
Resolução nº 064/CEPE/9317 de Dezembro de 1993
"
952,doc_952,"vista o que deliberou este Conselho, em Sessão rea"
953,doc_953,"GABINETE DO REITOR
RESOLUÇÕES
Ementa
: Aprova a cr"
954,doc_954,"RESOLVE:
APROVAR a criação do Departamento de Auto"
955,doc_955,Comissão de Especialistas do Ensino da Engenharia 
956,doc_956,"●
Controle de Processos
●
Sistemas Industriais
●
I"
957,doc_957,Art5 Esta Portaria entra em vigor na data de sua p
958,doc_958,"engenheiro, do arquiteto e do engenheiro-agrônomo "
959,doc_959,"atividades 1 a 18 do art. 1º da Resolução nº 218, "
960,doc_960,"Controle e Automação é uma habilitação específica,"
961,doc_961,"categoria da engenharia, modalidade eletricista, p"
962,doc_962,"Resolução CNE/CES2No 11, de 11 de março de 2002.
I"
963,doc_963,"da Educação, em 22 de fevereiro de 2002, resolve:
"
964,doc_964,estabelecidas pela Câmara de Educação Superior do 
965,doc_965,capacitado a absorver e desenvolver novas tecnolog
966,doc_966,"I.
aplicar conhecimentos matemáticos, científicos,"
967,doc_967,"VII.
supervisionar a operação e a manutenção de si"
968,doc_968,"XIV.
assumir a postura de permanente busca de atua"
969,doc_969,"grupo dos estudantes.
§ 1º Deverão existir os trab"
970,doc_970,"outras atividades empreendedoras.
Art. 6º Todo o c"
971,doc_971,"III - Informática;
IX - Eletricidade Aplicada;
X -"
972,doc_972,"práticas e de laboratórios, com enfoques e intensi"
973,doc_973,"VIII - Controle de Sistemas Dinâmicos;
IX - Conver"
974,doc_974,"XXX - Métodos Numéricos;
XXXI - Microbiologia;
XXX"
975,doc_975,"XLIV
-
Sistemas
Estruturais e Teoria das
Estrutura"
976,doc_976,"LIII - Transporte e Logística.
§ 4º O núcleo de co"
977,doc_977,engenharia e devem garantir o desenvolvimento das 
978,doc_978,Parágrafo único. É obrigatório o trabalho final de
979,doc_979,conteúdos curriculares desenvolvidos tendo como re
980,doc_980,"122
ARTHUR ROQUETE DE MACEDO
Presidente da Câmara "
981,doc_981,"II - elaborar o seu regimento interno;
III - elabo"
982,doc_982,"VI - fixar o turno de funcionamento do curso;
VII "
983,doc_983,XI - exercer as demais atribuições conferidas por 
984,doc_984,ofereçam disciplinas obrigatórias para o currículo
985,doc_985,"atividade profissional do Curso, a critério do Col"
986,doc_986,"critérios definidos no seu Regimento.
Art. 6º - A "
987,doc_987,estudantes que tenham cumprido pelo menos a primei
988,doc_988,"(cinquenta por cento), caberá ao Conselho da Unida"
989,doc_989,"125
Colegiados desses Cursos, dentre o Chefe e o S"
990,doc_990,"III - executar as deliberações do Colegiado;
IV - "
991,doc_991,IX - analisar e decidir os pedidos de transferênci
992,doc_992,XIII - exercer outras atribuições previstas em lei
993,doc_993,anterior poderá ser reduzido e a indicação de paut
994,doc_994,"Seção I: Da Frequência e do Aproveitamento
Art. 69"
995,doc_995,"reprovado o aluno que não comparecer, no mínimo, a"
996,doc_996,"de Ensino de Graduação, poderá exigir frequência s"
997,doc_997,"plano de ensino.
§ 1o - Até no máximo 10 (dez) dia"
998,doc_998,exceto nas disciplinas que envolvam Estágio Curric
999,doc_999,"Departamento de Ensino, pelo prazo de 2 (dois) dia"
1000,doc_1000,"e secretaria do Colegiado do Curso para consulta.
"
1001,doc_1001,§ 2o - A nota final resultará das avaliações das a
1002,doc_1002,"mediante justificativa circunstanciada, dentro de "
1003,doc_1003,excluída a participação do(s) professor(es) da dis
1004,doc_1004,"recebendo provisoriamente a menção I.
§ 1º - Cessa"
1005,doc_1005,"nota 0 (zero) na disciplina, com todas as suas imp"
1006,doc_1006,"comprovado por atestado médico competente.
II - o "
1007,doc_1007,"b) ocorrência isolada ou esporádica.
Parágrafo úni"
1008,doc_1008,Art. 77 - Este regime de exceção será concedido pe
1009,doc_1009,Art. 79 - O aluno reprovado em até duas disciplina
1010,doc_1010,b) - não alcançar aprovação em disciplinas com dep
1011,doc_1011,"quais o aluno tenha se matriculado, em cada semest"
1012,doc_1012,site: http://automacao.blumenau.ufsc.br/ no item R
1013,doc_1013,"Nome,Email,Cargo,Palavras-Chave,Telefone 1,Telefon"
1014,doc_1014,"Claudio Michel Poffo,claudio.poffo@ufsc.br,Coorden"
1015,doc_1015,"Laura Ximena Lovisa Oliveira,laura.lovisa@ufsc.br,"
1016,doc_1016,"Leonardo Ulian Lopes,leonardo.ulian@ufsc.br,Subcoo"
1017,doc_1017,"Marcio Roberto da Rocha,marcio.rocha@ufsc.br,""Subc"
1018,doc_1018,"Aldo Sena de Oliveira,aldo.sena@ufsc.br,No Positio"
1019,doc_1019,"Cíntia Rosa da Silva,cintia.r@ufsc.br,Coordenadora"
1020,doc_1020,"Edilaine Aparecida Vieira,edilaine.vieira@ufsc.br,"
1021,doc_1021,"Nome,Email,Cargo,Cargo,Telefone,,Localização,
Fern"
1022,doc_1022,"Guilherme Wagner,guilherme.w@ufsc.br,Coordenador d"
1023,doc_1023,"Jorge Cássio Costa Nóbriga,j.cassio@ufsc.br,Subche"
1024,doc_1024,"Keysy Solange Costa Nogueira,keysy.nogueira@ufsc.b"
1025,doc_1025,"Nome,Email,Cargo,Cargo,Telefone,,Localização,
Luca"
1026,doc_1026,"Nara Rubiano da Silva,nara.rubiano@ufsc.br,No Posi"
1027,doc_1027,"Matrículas dos veteranos
Matrículas dos Veteranos
"
1028,doc_1028,"2. Ter o currículo do curso, para verificar pré-re"
1029,doc_1029,2ª Etapa de Matrícula: Período para ajustes de mat
1030,doc_1030,"nas duas etapas anteriores.
Para se matricular em "
1031,doc_1031,"VERIFICANDO A MATRÍCULA
Para verificação do result"
1032,doc_1032,reprovadas no semestre anterior por FI (freqüência
1033,doc_1033,"cumprimento do pré-requisito .
2) A matrícula comp"
1034,doc_1034,estudante deverá repetir a matrícula na disciplina
1035,doc_1035,acarreta em dificuldades para obtenção de vaga em 
1036,doc_1036,"CURRÍCULO DO CURSO
754 - ENGENHARIA DE CONTROLE E "
1037,doc_1037,"Prof. Dr. Daniel Martins Lima
CNE:   3600 H
Formar"
1038,doc_1038,"Coordenador do Curso:
Período de Conclusão do Curs"
1039,doc_1039,"1º Fase
Tipo
Pré-Requisito
Equivalentes
Aulas
H/A
"
1040,doc_1040,"Automação (EXT 36h-a)
BLU3100
72
 Noções de algori"
1041,doc_1041,simples. Sistema de cotagem e proporções. Perspect
1042,doc_1042,"Ob
CEE6106
4
Física I
BLU6106
MAT2201
36
 Algarism"
1043,doc_1043,"Ob
MAT2111
4
Geometria Analítica
BLU6905
72
 Cálcu"
1044,doc_1044,"Ob
MAT2201
4
Cálculo 1
BLU6001
MAT2101
SeTIC - Sup"
1045,doc_1045,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
72
 Conce"
1046,doc_1046,"Ob
CAC3201
4
Sistemas Digitais
BLU3201
72
 Estrutu"
1047,doc_1047,"4
Algoritmos e Estruturas de Dados
BLU3202
72
 Est"
1048,doc_1048,"Ob
CEE6209
2
Física Experimental II
BLU6209
72
Esp"
1049,doc_1049,ordinárias lineares homogêneas de ordem n. Equaçõe
1050,doc_1050,"Conjunto
3º Fase
Tipo
Pré-Requisito
Equivalentes
A"
1051,doc_1051,desenvolvimento e depuração. Projetos com micropro
1052,doc_1052,Flexão em vigas com dois ou mais materiais. Cisalh
1053,doc_1053,e tecnológico e riscos. Progresso técnico e margin
1054,doc_1054,"a)
BLU7000
72
 Carga Elétrica. Lei de Coulomb. Pri"
1055,doc_1055,Geração de energia e transmissão. Transformadores.
1056,doc_1056,"Ob
DET3301
4
Química Tecnológica
BLU3301
72
 Integ"
1057,doc_1057,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
108
 Intr"
1058,doc_1058,"CAC3401
6
Sinais e Sistemas Lineares
BLU3401
108
 "
1059,doc_1059,"potência ativa, reativa, aparente e complexa, fato"
1060,doc_1060,"Gerador de Funções e Fontes.
eh
(CEE6110
eh
CEE621"
1061,doc_1061,"CAC3302
Ob
CAC3403
5
Sistemas de Automação
BLU3403"
1062,doc_1062,"eh
(MAT2111
MAT2401)
Ob
CAC6013
4
Estatística
BLU6"
1063,doc_1063,"MAT2301)
Ob
DET6014
4
Fenômenos de Transporte
BLU6"
1064,doc_1064,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
108
 Estu"
1065,doc_1065,"numérica de sistemas.
eh
(CAC3101
eh
CAC3401
CAC34"
1066,doc_1066,"Ob
CAC3502
4
Eletricidade Industrial
BLU3502
108
 "
1067,doc_1067,Redes de Petri no controle de SEDs. Modelos autôma
1068,doc_1068,"CAC3504
5
Sistemas a Eventos Discretos
BLU3504
72
"
1069,doc_1069,"Foundation Fieldbus); Visão geral dos produtos.
CA"
1070,doc_1070,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
36
 A nat"
1071,doc_1071,"2
Metodologia Científica
ou
(BLU2505
BLU7006)
108
"
1072,doc_1072,aplicações. Funcionamento de sistemas em regime pe
1073,doc_1073,smith e variações. Laboratório: identificação de s
1074,doc_1074,"Pneumáticas, Projeto, Seleção e Manutenção de Elem"
1075,doc_1075,"eh
(CAC3403
DET6014)
Ob
CAC3603
4
Acionamentos Hid"
1076,doc_1076,"Ob
CAC3604
4
Acionamentos Elétricos
BLU3604
72
 In"
1077,doc_1077,Tecnologia e Inovação. Desafios em CT&amp;I no Bra
1078,doc_1078,"DET1812
2
Administração
ou
(BLU1812
BLU8000)
36
  "
1079,doc_1079,"31/07/2024 09:13
de 14
Página: 7
CURRÍCULO DO CURS"
1080,doc_1080,Confiabilidade metrológica; rastreabilidade; calib
1081,doc_1081,"automação da medição de temperatura, deformação, f"
1082,doc_1082,"acionamentos, válvulas de regulação. Revisão das p"
1083,doc_1083,"BLU3702
2340 hs Ob
72
 Introdução à robótica: defi"
1084,doc_1084,"4
Introdução à Robótica Industrial
BLU3704
72
 Pro"
1085,doc_1085,"Fluxo.
CAC3603
Ob
CAC3705
4
Automação da Manufatur"
1086,doc_1086,aquisições do projeto; administração de contratos 
1087,doc_1087,"Pré-Requisito
Equivalentes
Aulas
H/A
Disciplina
Pr"
1088,doc_1088,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
108
 Deta"
1089,doc_1089,"especializadas.
144 hs Ob
36
 Segurança do trabalh"
1090,doc_1090,"288
op
-
16
Disciplinas Optativas Complementares
S"
1091,doc_1091,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
72
 Elabo"
1092,doc_1092,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
72
  Intr"
1093,doc_1093,"semicondutores; projeto de elementos magnéticos.
C"
1094,doc_1094,"4
Processamento Digital de Sinais
BLU3015
72
 Intr"
1095,doc_1095,"4
Visão Computacional em Robótica
BLU3040
72
 Apli"
1096,doc_1096,"Sensores, Modos de Representar Incertezas, Extraçã"
1097,doc_1097,"CAC3704
Op
CAC3041
4
Robótica Móvel
BLU3041
72
 Am"
1098,doc_1098,"4
Tópicos Especiais em Mecatrônica I
BLU3048
SeTIC"
1099,doc_1099,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
72
  Prog"
1100,doc_1100,"Automação
BLU3020
72
  Introdução à programação or"
1101,doc_1101,"Data, No-SQL. Sistemas SCADA.
eh
(CAC3202
CAC3505)"
1102,doc_1102,"Op
CAC3033
4
Introdução à Otimização
BLU3033
72
 D"
1103,doc_1103,"Objetos). Ferramentas para análise, projeto e test"
1104,doc_1104,software em plataformas de hardware embarcadas. Cu
1105,doc_1105,"Op
CAC3046
4
Sistemas Embarcados
BLU3046
72
 Disci"
1106,doc_1106,Projeto de sistemas digitais segundo abordagem RTL
1107,doc_1107,"Op
CAC8002
4
Inteligência Artificial
BLU8002
SeTIC"
1108,doc_1108,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
72
  Mode"
1109,doc_1109,"reinicialização da matriz de covariância, métodos "
1110,doc_1110,"Sistemas
BLU3002
72
 Representação por variáveis d"
1111,doc_1111,"monovariável, extensão de resultados. Conceito de "
1112,doc_1112,controlador GPC (Generalized Predictive Control) e
1113,doc_1113,"CAC3602
Op
CAC3004
2
Introdução ao Controle Predit"
1114,doc_1114,controle. Principais estratégias de controle utili
1115,doc_1115,"realimentação, Controle Backstepping, Controle por"
1116,doc_1116,"20232
Curso:
Currículo:
Habilitação:   Engenharia "
1117,doc_1117,"Acompanhamento e Controle da Produção.
Op
DET1803
"
1118,doc_1118,"Equivalentes
Aulas
H/A
Disciplina
Pré CH
72
  Orig"
1119,doc_1119,"Teoria do Conhecimento para Engenharia
BLU7003
72
"
1120,doc_1120,O aluno deve ir a campo conhecer as dificuldades e
1121,doc_1121,"históricos. Técnica, sociedade e transformação dos"
1122,doc_1122,"sistema e sinal. Modelos estáticos e dinâmicos, po"
1123,doc_1123,"2
Introdução aos Sistemas de Controle
BLU7995
36
-"
1124,doc_1124,"Op
CEE7923
4
Língua Brasileira de Sinais
36
 Merca"
1125,doc_1125,"MAT2301
Op
MAT4741
4
Métodos Numéricos
SeTIC - Sup"
1126,doc_1126,"Pré-Requisito
Equivalentes
Aulas
H/A
Disciplina
Pr"
1127,doc_1127,"Conjunto
O estudante deverá cumprir 468h-a de exte"
1128,doc_1128,horária de extensão e 162h-a deverão ser cumpridas
1129,doc_1129,"mesma linha de formação.
- 144 horas-aula deverão "
1130,doc_1130,"complementares.
Extensão Obrigatória
O estudante d"
1131,doc_1131,apenas se os estudantes cumprirem a disciplina MAT
1132,doc_1132,"Legenda:
SeTIC - Superintendência de Governança El"
1133,doc_1133,"Outgoing
O  Programa  Outgoing  é destinado a estu"
1134,doc_1134,"no semestre anterior ao semestre do intercâmbio.
I"
1135,doc_1135,Informações e documentos para alunos participantes
1136,doc_1136,"Informações – Bolsa para HRW
Informações – Bolsa p"
1137,doc_1137,"Atividades Acadêmico-Científico-
Culturais
ORIENTA"
1138,doc_1138,Os requerimentos devem estar em formato PDF e assi
1139,doc_1139,página  https://guiadoestudante.blumenau.ufsc.br/f
1140,doc_1140,https://automacao.blumenau.ufsc.br/atividades-acad
1141,doc_1141,"Ainda tem dúvidas? Leia esse tutorial
elaborado pe"
1142,doc_1142,Além das vagas já estarem praticamente ocupadas em
1143,doc_1143,"2. Ter o currículo do curso em mãos, para verifica"
1144,doc_1144,"específico, no sistema da Secretaria Acadêmica.
4."
1145,doc_1145,• 2ª Etapa de Matrícula: Período para ajustes de m
1146,doc_1146,"Acadêmica).
Para se matricular em disciplinas de o"
1147,doc_1147,• PEDIDOS: Local onde aparecem as solicitações fei
1148,doc_1148,"disciplinas que o estudante conseguiu matrícula.
I"
1149,doc_1149,na  turma solicitada pelo estudante. O sistema pro
1150,doc_1150,"Guia do Estudante – UFSC Blumenau
https://guiadoes"
1151,doc_1151,"no histórico, procure a coordenadoria do seu curso"
1152,doc_1152,"Coordenação do Curso
Coordenador do curso: Prof. D"
1153,doc_1153,"Ramal: 48 3721-3340 ou 47 3232-514
Secretaria de C"
1154,doc_1154,"Informações PROBOLSAS
O Programa de Bolsas de Exte"
1155,doc_1155,"viabilizadas pelas atividades de extensão.
PROBOLS"
1156,doc_1156,"Cadastro do bolsista no SIGPEX
Termo de compromiss"
1157,doc_1157,"Outros documentos:
Frequência mensal de bolsista ("
1158,doc_1158,"28-08-2024 – Edital PROBOLSAS 2025
21-11-2023 – Re"
1159,doc_1159,"PROEX – Pró-Reitoria de Extensão
https://proex.ufs"
1160,doc_1160,21-03-2017 – Resultado Preliminar – Edital PROBOLS
1161,doc_1161,"09-04-2014 –  Resultado recursos PROBOLSAS 2014
31"
1162,doc_1162,"3/5
29-03-12 – Contemplados PROBOLSAS 2012
19-03-1"
1163,doc_1163,Núcleo de Cirurgia e Traumatologia Bucomaxilofacia
1164,doc_1164,Vulnerabilidade Psicossocial: coordenação anterior
1165,doc_1165,do PROBOLSAS/PROEXTENSÃO até 30 de abril de 2011. 
1166,doc_1166,resultados do PROBOLSAS foi postergada para segund
1167,doc_1167,"alguns casos. Entretanto, o aumento do número de b"
1168,doc_1168,"29/08/2024, 13:32
PROEX – Pró-Reitoria de Extensão"
1169,doc_1169,"Monitoria
 
 
 
O que é?
Monitoria é a ação pedagó"
1170,doc_1170,"disciplinas com ementas semelhantes, respeitado o "
1171,doc_1171,"curriculares, sob a supervisão dos professores por"
1172,doc_1172,"de ensino-aprendizagem dos discentes;
III- Proporc"
1173,doc_1173,"processos de aprendizagem, contribuindo para a red"
1174,doc_1174,de dados relativos ao Programa de Monitoria da UFS
1175,doc_1175,"Vida Acadêmica – Monitoria
ACESSE AQUI OS EDITAIS "
1176,doc_1176,estudantes legalmente matriculados tanto na discip
1177,doc_1177,sua inserção na mediação dos processos de ensino-a
1178,doc_1178,"de ensino-aprendizagem dos discentes;
III- Proporc"
1179,doc_1179,"processos de aprendizagem, contribuindo para a red"
1180,doc_1180,de dados relativos ao Programa de Monitoria da UFS
1181,doc_1181,"Guia do Estudante – UFSC Blumenau
https://guiadoes"
1182,doc_1182,"MINISTÉRIO DA EDUCAÇÃO
UNIVERSIDADE FEDERAL DE SAN"
1183,doc_1183,"sessão realizada em 12 de julho de 2024, conforme "
1184,doc_1184,"Boletim Oficial da UFSC.
IRINEU MANOEL DE SOUZA
 
"
1185,doc_1185,"notas referentes a 2023.2, cujo prazo para digitaç"
1186,doc_1186,"05 
Coordenadoria do curso de Engenharia de Materi"
1187,doc_1187,"exclusão de disciplinas). 
05 a 08 
DAE – 2ª Etapa"
1188,doc_1188,ensino das disciplinas que serão oferecidas em 202
1189,doc_1189,"00 
00 
00 
FLN 
00 
00 
00 
00 
00 
00 
JOI 
00 
"
1190,doc_1190,"00 
00 
00 
 
Feriados  
13 – Carnaval  
 
 
 
 
 "
1191,doc_1191,"digital com matrícula, nome, nº do processo e data"
1192,doc_1192,"19 e 20  
DAE e coordenadorias – Período de ajuste"
1193,doc_1193,Residência em Saúde – Início do primeiro semestre 
1194,doc_1194,"01 
Coordenadorias – Término do período para envio"
1195,doc_1195,"04 
Pró-Reitoria de Permanência e Assuntos Estudan"
1196,doc_1196,"anteriores. 
06 a 08 
Coordenadorias – Período par"
1197,doc_1197,"11 
Coordenadorias – Início do período de trancame"
1198,doc_1198,"de Joinville) 
 
Dias não letivos 
23 – Aniversári"
1199,doc_1199,"14 e 15 
Departamentos e alunos especiais em inter"
1200,doc_1200,"18 
Coordenadorias   
– Prazo final para levantame"
1201,doc_1201,"20 e 21 
Departamentos – Período para os alunos es"
1202,doc_1202,"departamentos de ensino. 
25 
PRAE – Início das in"
1203,doc_1203,pedagógico (com alterações que impactem o edital d
1204,doc_1204,"primeiro semestre letivo.  
12 
Coordenadorias – T"
1205,doc_1205,colação de grau e para o Serviço de Protocolo (SEP
1206,doc_1206,"JOI 
05 
05 
04 
04 
04 
04 
 
Dias não letivos 
0"
1207,doc_1207,"24 
Coordenadorias – Término do prazo para trancam"
